-9.0 0.0 0.0 1.3032075418806244e-09
-8.879194630872483 0.0 0.0 7.403327950683547e-09
-8.758389261744966 0.0 0.0 4.117581275941973e-08
-8.63758389261745 0.0 0.0 2.2490034834454775e-07
-8.516778523489933 0.0 0.0 1.1846156555694876e-06
-8.395973154362416 0.0 0.0 5.960483107081416e-06
-8.275167785234899 0.0 0.0 2.8500483473248295e-05
-8.154362416107382 0.001 0.03160696125855822 0.00012910982483127498
-8.033557046979865 0.0025 0.059107952087684455 0.0005531854541940273
-7.912751677852349 0.0115 0.11561898633010063 0.002239583788421484
-7.791946308724832 0.0295 0.19398389108377015 0.008562623531466196
-7.671140939597315 0.113 0.3636358068177555 0.030906292160015614
-7.550335570469798 0.3265 0.6048948255688752 0.10529363862660235
-7.429530201342281 0.9305 1.0294026180265912 0.3385482199083356
-7.308724832214765 2.519 1.7276107779242407 1.0272353350305463
-7.1879194630872485 6.5535 2.8158724669274355 2.9412387303593137
-7.067114093959732 16.1285 4.6237417477623035 7.946738146894755
-6.946308724832215 37.2325 7.407323656355242 20.259933149780974
-6.825503355704698 82.2575 11.841671915316688 48.73858856965696
-6.704697986577181 172.7395 19.46359781104203 110.63468778232665
-6.583892617449664 341.552 32.91762895471058 236.96948189842354
-6.4630872483221475 643.3265 55.00518064464474 478.9355622905657
-6.342281879194631 1151.9285 89.87381925649983 913.3720138294724
-6.221476510067114 1957.717 147.79098724550153 1643.6469087179942
-6.100671140939597 3150.9215 231.0390840047415 2791.041991574157
-5.97986577181208 4819.1415 345.63276534169904 4472.308381356534
-5.859060402684563 6993.6065 496.83961965381746 6762.711081981878
-5.7382550335570475 9632.541 671.0189112975878 9650.700391089575
-5.617449664429531 12605.594 878.070272338154 12998.26948493942
-5.496644295302014 15663.8165 1093.0234086366816 16525.89514807118
-5.375838926174497 18484.5785 1285.2411310091775 19838.202574707342
-5.25503355704698 20743.468 1436.8652365396 22494.353570385127
-5.134228187919463 22152.735 1530.6912761151414 24108.991277210214
-5.0134228187919465 22557.3735 1557.5144146998286 24453.505688465066
-4.89261744966443 21946.8415 1507.2863143337268 23522.3713716386
-4.771812080536913 20509.6425 1412.923084847066 21539.651259522492
-4.651006711409396 18537.547 1276.7626360412496 18902.731806745192
-4.530201342281879 16373.7135 1126.5111479331883 16083.700063195854
-4.409395973154362 14360.6315 986.9205665643766 13522.470309816712
-4.2885906040268456 12727.0375 876.9399438352377 11544.296468641882
-4.167785234899329 11630.354 804.6268512074402 10320.280534533626
-4.046979865771812 11109.4915 768.2989398194886 9871.229518306078
-3.926174496644295 11138.815 767.9113163477929 10101.40650284041
-3.8053691275167782 11609.327 805.5432769696486 10843.88677640118
-3.6845637583892614 12384.3795 858.0764368514905 11902.542544444928
-3.5637583892617446 13321.998 922.5781760891595 13082.959379983466
-3.4429530201342278 14263.432 991.6387267427588 14211.415686215072
-3.322147651006711 15066.467 1042.2688424350983 15144.93262849182
-3.201342281879194 15633.4185 1083.293179318392 15776.132123800351
-3.0805369127516773 15867.5175 1104.8382287438058 16035.449789746088
-2.9597315436241605 15735.9155 1102.3388101485632 15891.611306406743
-2.8389261744966436 15242.281 1067.9777408911668 15350.164953122607
-2.718120805369127 14399.6935 1009.1417009309198 14449.56653339588
-2.59731543624161 13286.173 934.3194844757332 13254.655783615712
-2.476510067114094 11958.9495 848.0184237089132 11847.980409590222
-2.3557046979865772 10504.607 739.8005755276215 10319.97941963771
-2.2348993288590604 9003.2145 637.0410414484691 8759.325281178757
-2.1140939597315436 7525.2855 536.5795532721592 7244.6820779517875
-1.9932885906040267 6149.6245 444.90387557285896 5838.814779031916
-1.87248322147651 4907.9825 355.8845981406754 4585.499936633228
-1.751677852348993 3820.911 282.6305876563964 3509.177070092647
-1.6308724832214763 2909.712 215.95130019520607 2616.8598228318447
-1.5100671140939594 2165.867 166.1621626935567 1901.5696372976802
-1.3892617449664426 1579.0225 123.82208604990468 1346.4824759517553
-1.2684563758389258 1130.7075 91.90072874439026 929.065386113926
-1.147651006711409 795.3695 66.7689970701223 624.669763087327
-1.0268456375838921 553.1655 49.488019860871375 409.27847301196255
-0.9060402684563762 380.8595 36.770174867003284 261.3194847103414
-0.7852348993288594 264.1315 27.47291771454208 162.62319575355363
-0.6644295302013425 186.25 20.678793485114163 98.69974858338809
-0.5436241610738257 137.5415 16.719996344198165 58.55004029642595
-0.4228187919463089 109.1075 13.734480104831052 34.214948108740536
-0.30201342281879207 94.5175 12.155850186227205 20.230744935668913
-0.18120805369127524 88.591 11.214576184591195 13.11236203945286
-0.06040268456375841 87.042 10.96071329795648 10.942710983973287
0.06040268456375841 88.212 11.304559080300303 13.11236203945286
0.18120805369127524 94.8605 11.752022793970406 20.23074493565505
0.30201342281879207 109.3725 13.774641329268796 34.214948108740536
0.4228187919463089 137.313 16.497000666787887 58.55004029643982
0.5436241610738257 186.1145 20.871233546438983 98.69974858337423
0.6644295302013425 264.519 27.0908405000657 162.62319575355363
0.7852348993288594 379.849 36.36773568700696 261.3194847103691
0.9060402684563762 551.76 50.16196168412875 409.2784730119764
1.026845637583893 793.4875 66.38343049097418 624.669763087327
1.1476510067114098 1127.729 92.01365963268715 929.065386113926
1.2684563758389267 1578.122 123.79461666809264 1346.4824759517553
1.3892617449664435 2162.3135 165.10837113166005 1901.5696372976524
1.5100671140939603 2902.2425 215.64092304975418 2616.859822831886
1.6308724832214772 3812.7485 279.42607295624725 3509.1770700926336
1.751677852348994 4893.115 355.2553557302127 4585.499936633256
1.8724832214765108 6132.736 440.44732977281177 5838.814779031903
