100 0.1002189307655369 0.017798750856357307 0.16150834370184514 0.026524741201124916 0.09821017984852479 0.02123499415147848 0.12697660165495303 0.018560155218251474
200 0.07394479709781651 0.015929727453354647 0.11743489296144578 0.029300780331058436 0.06989178092382163 0.01387222342739193 0.10136683176987593 0.017138484769427864
500 0.04586896120920174 0.00839965806841345 0.07588535260538493 0.007816832495200448 0.04270656076154537 0.007646734414647151 0.06579060451994476 0.015283948825128605
700 0.038861246966773434 0.008318748017860887 0.0726448490847081 0.013166258700008779 0.03927105021109166 0.01277516554224239 0.05898923444683977 0.008036631620611382
1000 0.038603181499960136 0.00562772334557732 0.07615341108464323 0.013640246910179742 0.03112174579738623 0.005213195659345848 0.04490085705639262 0.004037071840074801
2000 0.027962247023872854 0.004118428548368261 0.057922349473622806 0.009741359524678882 0.022712505612055244 0.0033153859952203407 0.038748752574723946 0.00628669115792877
5000 0.020679446834360102 0.003158640683075734 0.05366225579278816 0.0058234369837478015 0.0170184551923561 0.003449364435560535 0.03484519289435834 0.0053877423287674725
7000 0.01817725469974776 0.003438093467331471 0.057051633187419015 0.005029826051790123 0.013601656745670824 0.0027914009256057143 0.028922414031529543 0.0040600058767846555
10000 0.01830719634740844 0.0037841861537073534 0.05420281458290177 0.0047832395280694275 0.011900218376233385 0.0019026127052840043 0.026974752831034548 0.003456162107021808
20000 0.017421342443114607 0.001370811457492375 0.052208280123323327 0.001748420150147001 0.010531247601947926 0.002082939806460282 0.027463137754472938 0.00212510556064785
30000 0.01765222821272059 0.0015257455732782096 0.05308389291608704 0.0015243011636462806 0.009680268194668868 0.0010978552084606153 0.026436121108614964 0.001488149797980399
40000 0.01683228537949478 0.0012049890513142775 0.05273350084668167 0.001595715467325403 0.00984317238099051 0.0016303535028053958 0.026226030538562976 0.001859133051302223
50000 0.016632063441094466 0.0020630881219869867 0.05246611992259091 0.002035264619328861 0.009715260984708745 0.0011269623740439419 0.02558541404885715 0.0020205835376666268
60000 0.01670813533079022 0.0008744645298705408 0.05235441542976479 0.0014270929780755607 0.009670202638362617 0.0010306065333203595 0.026551118876106443 0.0015367852168329517
70000 0.016764763363108698 0.0008401426902990562 0.05294556888861661 0.0016326117825517716 0.009045860941870635 0.001211570982973126 0.026843005519007868 0.0010940927071375652
